pub-id,exp-id,paper,authors,institutes,city,country,climate-class,pub-year,data-avail,data-link,pub-type,pub-name,publisher,doi,exp-year-start,exp-year-end,exp-seasons,exp-month-start,exp-month-end,exp-type,function,exp-hours,timing-type,sample-size-calc,sample-size-calc-type,part-payment,part-no-tot,part-male-no,part-fem-no,part-intersex-no,fem-total-ratio,age-group,age-mean,age-std,age-male-mean,age-fem-mean,bmi-range,bmi-mean,bmi-std,bmi-male-mean,bmi-fem-mean,normalisation-length,session-length,tested-t-min,tested-t-max,tested-t-means-medians,physio-parameter,physio-sensor-type,physio-body-site,physio-body-site-sagittal,physio-body-site-coronal,skin-body-site-code,physio-sensor-brand,physio-sensor-model,physio-mst-calculated,physio-mst-points,physio-mst-formula,physio-formulas,env-tdb,env-rh,env-v,env-tg,env-tsurface,env-twb,env-co2,env-illuminance,env-acoustics,env-tout,env-rhout,env-voc,env-light-color,env-solar-rad,ques-thermal-comfort,ques-thermal-sensation,ques-thermal-prefer,ques-thermal-accept,ques-thermal-satisfaction,ques-thermal-pleasure,ques-thermal-pleasantness,ques-airmove-comfort,ques-airmove-sensation,ques-airmove-prefer,ques-airmove-accept,ques-humidity-sensation,ques-airmove-satisfaction,ques-shivering-rate,ques-overall-comfort,ques-overall-satisfaction,ques-humidity-comfort,ques-humidity-prefer,ques-humidity-satisfaction,ques-humidity-accept,ques-sweating-sensation,ques-visual-prefer,ques-light-comfort,ques-light-prefer,ques-light-sensation,ques-light-satisfaction,ques-iaq-comfort,ques-iaq-accept,ques-iaq-satisfaction,ques-iaq-sensation,ques-odour-intensity,ques-sick-building-syndrome,ques-acoustic-comfort,ques-acoustic-satisfaction,ques-acoustic-sensation,cognitive-test-done,cognitive-test-type,protocol-fixed-clo,protocol-observed-clo,protocol-avoid-stimulant,protocol-avoid-activity,protocol-avoid-heavy-food,protocol-rest-sleep,protocol-circadian,protocol-mens-timing,protocol-time-btw-sessions,protocol-instruction-practice,protocol-diary,protocol-maintain-usual-habits,protocol-blinded,protocol-random-order,protocol-food-drink-control,protocol-prep-body-site,protocol-not-walking,select-healthy,select-no-treatment,select-thermal-history,select-smoking,select-bmi-range,select-colour-weakness-eyesight,select-lang-skills,select-alcohol,select-dominant-hand,select-contraceptive-type,select-activity-level,select-chronotype,select-emotionally-stable,select-neurodivergent,select-thermal-sensitivity,select-pregnancy,select-diet-weight-change,select-hormone-therapy,select-menopause,part-meta-age,part-meta-sex,part-meta-height,part-meta-weight,part-meta-bmi,part-meta-ponderal-index,part-meta-body-fat,part-meta-ethnicity,part-meta-bsa,part-meta-thermal-history,part-meta-education-profession,part-meta-thermal-sensitivity-preference,part-meta-personality,part-meta-psych-eval,part-meta-smoking,part-meta-activity-level,part-meta-health-level,part-meta-morningness,part-meta-bmr,part-meta-alcohol-use,part-meta-mens-timing,part-meta-contraceptive-type,part-meta-muscle,part-meta-reg-coffee,part-meta-reg-sleep-time,part-meta-reg-work time
182,,"Performance, acute health symptoms and physiological responses during exposure to high air temperature and carbon dioxide concentration","Liu, W. W.; Zhong, W. D.; Wargocki, P.","Central South University, Technical University of Denmark",Lyngby,Denmark,,2017,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2016.12.020,,,,,"5, 6",Lab,Office,13:00-17:00,,NR,NA,Y,12,6,6,0,50.00%,,24.8,2.6,NR,NR,,NR,NR,NR,NR,30,180,26,35,"26, 35",Body temperature,Thermometer,Tympanic canal,Right,,,Braun,ThermoScan,NA,NA,NA,,NR,NR,,,,,NR,,,,,,,,6pt_(-2)(+2),7pt_(-3)(+3),,4pt_(-2)(+2),,,,,,,,,,,,,,,,,,,,,,,,4pt_(-2)(+2),,,6pt_(0)(+5),,,,,Y,"mental
redirection, grammatical reasoning, digit span memory, visual
learning memory, number calculation (one digit addition & subtraction),
one digit multiplication, a Stroop test and visual reaction
time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
182,,"Performance, acute health symptoms and physiological responses during exposure to high air temperature and carbon dioxide concentration","Liu, W. W.; Zhong, W. D.; Wargocki, P.","Central South University, Technical University of Denmark",Lyngby,Denmark,,2017,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2016.12.020,,,,,"5, 6",Lab,Office,13:00-17:00,,NR,NA,Y,12,6,6,0,50.00%,,24.8,2.6,NR,NR,,NR,NR,NR,NR,30,180,26,35,"26, 35",Blood pressure,Digital sphygmomanometer,Left,NA,,,Beurer,BM 35,NA,NA,NA,,NR,NR,,,,,NR,,,,,,,,6pt_(-2)(+2),7pt_(-3)(+3),,4pt_(-2)(+2),,,,,,,,,,,,,,,,,,,,,,,,4pt_(-2)(+2),,,6pt_(0)(+5),,,,,Y,"mental
redirection, grammatical reasoning, digit span memory, visual
learning memory, number calculation (one digit addition & subtraction),
one digit multiplication, a Stroop test and visual reaction
time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
182,,"Performance, acute health symptoms and physiological responses during exposure to high air temperature and carbon dioxide concentration","Liu, W. W.; Zhong, W. D.; Wargocki, P.","Central South University, Technical University of Denmark",Lyngby,Denmark,,2017,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2016.12.020,,,,,"5, 6",Lab,Office,13:00-17:00,,NR,NA,Y,12,6,6,0,50.00%,,24.8,2.6,NR,NR,,NR,NR,NR,NR,30,180,26,35,"26, 35",Blood oxygen saturation,Pulse oximeter,Finger,NA,,,LifeSense,LS1,NA,NA,NA,,NR,NR,,,,,NR,,,,,,,,6pt_(-2)(+2),7pt_(-3)(+3),,4pt_(-2)(+2),,,,,,,,,,,,,,,,,,,,,,,,4pt_(-2)(+2),,,6pt_(0)(+5),,,,,Y,"mental
redirection, grammatical reasoning, digit span memory, visual
learning memory, number calculation (one digit addition & subtraction),
one digit multiplication, a Stroop test and visual reaction
time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
182,,"Performance, acute health symptoms and physiological responses during exposure to high air temperature and carbon dioxide concentration","Liu, W. W.; Zhong, W. D.; Wargocki, P.","Central South University, Technical University of Denmark",Lyngby,Denmark,,2017,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2016.12.020,,,,,"5, 6",Lab,Office,13:00-17:00,,NR,NA,Y,12,6,6,0,50.00%,,24.8,2.6,NR,NR,,NR,NR,NR,NR,30,180,26,35,"26, 35",Gas exchange,Capnography,NA,NA,,,LifeSense,LS1,NA,NA,NA,,NR,NR,,,,,NR,,,,,,,,6pt_(-2)(+2),7pt_(-3)(+3),,4pt_(-2)(+2),,,,,,,,,,,,,,,,,,,,,,,,4pt_(-2)(+2),,,6pt_(0)(+5),,,,,Y,"mental
redirection, grammatical reasoning, digit span memory, visual
learning memory, number calculation (one digit addition & subtraction),
one digit multiplication, a Stroop test and visual reaction
time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
182,,"Performance, acute health symptoms and physiological responses during exposure to high air temperature and carbon dioxide concentration","Liu, W. W.; Zhong, W. D.; Wargocki, P.","Central South University, Technical University of Denmark",Lyngby,Denmark,,2017,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2016.12.020,,,,,"5, 6",Lab,Office,13:00-17:00,,NR,NA,Y,12,6,6,0,50.00%,,24.8,2.6,NR,NR,,NR,NR,NR,NR,30,180,26,35,"26, 35",Alpha-amylase,Saliva,NA,NA,,,NA,NA,NA,NA,NA,,NR,NR,,,,,NR,,,,,,,,6pt_(-2)(+2),7pt_(-3)(+3),,4pt_(-2)(+2),,,,,,,,,,,,,,,,,,,,,,,,4pt_(-2)(+2),,,6pt_(0)(+5),,,,,Y,"mental
redirection, grammatical reasoning, digit span memory, visual
learning memory, number calculation (one digit addition & subtraction),
one digit multiplication, a Stroop test and visual reaction
time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
182,,"Performance, acute health symptoms and physiological responses during exposure to high air temperature and carbon dioxide concentration","Liu, W. W.; Zhong, W. D.; Wargocki, P.","Central South University, Technical University of Denmark",Lyngby,Denmark,,2017,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2016.12.020,,,,,"5, 6",Lab,Office,13:00-17:00,,NR,NA,Y,12,6,6,0,50.00%,,24.8,2.6,NR,NR,,NR,NR,NR,NR,30,180,26,35,"26, 35",Hormones: Cortisol,Saliva,NA,NA,,,NA,NA,NA,NA,NA,,NR,NR,,,,,NR,,,,,,,,6pt_(-2)(+2),7pt_(-3)(+3),,4pt_(-2)(+2),,,,,,,,,,,,,,,,,,,,,,,,4pt_(-2)(+2),,,6pt_(0)(+5),,,,,Y,"mental
redirection, grammatical reasoning, digit span memory, visual
learning memory, number calculation (one digit addition & subtraction),
one digit multiplication, a Stroop test and visual reaction
time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
183,,Predication of skin temperature and thermal comfort under two-way transient environments,"Zhou, X.; Xiong, J.; Lian, Z.","Shanghai Jiao Tong University, Shanghai Research Institute of Building Sciences Group",Shanghai,China,,2017,NR,,J,Journal of Thermal Biology,Elsevier,https://doi.org/10.1016/j.jtherbio.2017.08.001,,,,,"7, 8",Lab,Office,12:00-18:00,,Y,A priori,NR,24,12,12,0,50.00%,,22.45,1.16,23,21.9,,21.05,1.9,21.4,20.7,15,135,,,,Skin temperature,Thermochron,Forehead,Middle,Anterior,,PyroButton,L,Y,7,Hardy and DuBois (1938),,1.1,1.1,,,,,NR,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
183,,Predication of skin temperature and thermal comfort under two-way transient environments,"Zhou, X.; Xiong, J.; Lian, Z.","Shanghai Jiao Tong University, Shanghai Research Institute of Building Sciences Group",Shanghai,China,,2017,NR,,J,Journal of Thermal Biology,Elsevier,https://doi.org/10.1016/j.jtherbio.2017.08.001,,,,,"7, 8",Lab,Office,12:00-18:00,,Y,A priori,NR,24,12,12,0,50.00%,,22.45,1.16,23,21.9,,21.05,1.9,21.4,20.7,15,135,,,,Skin temperature,Thermochron,Thigh,Left,Anterior,,PyroButton,L,Y,7,Hardy and DuBois (1938),,1.1,1.1,,,,,NR,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
183,,Predication of skin temperature and thermal comfort under two-way transient environments,"Zhou, X.; Xiong, J.; Lian, Z.","Shanghai Jiao Tong University, Shanghai Research Institute of Building Sciences Group",Shanghai,China,,2017,NR,,J,Journal of Thermal Biology,Elsevier,https://doi.org/10.1016/j.jtherbio.2017.08.001,,,,,"7, 8",Lab,Office,12:00-18:00,,Y,A priori,NR,24,12,12,0,50.00%,,22.45,1.16,23,21.9,,21.05,1.9,21.4,20.7,15,135,,,,Skin temperature,Thermochron,Chest,Left,Anterior,,PyroButton,L,Y,7,Hardy and DuBois (1938),,1.1,1.1,,,,,NR,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
183,,Predication of skin temperature and thermal comfort under two-way transient environments,"Zhou, X.; Xiong, J.; Lian, Z.","Shanghai Jiao Tong University, Shanghai Research Institute of Building Sciences Group",Shanghai,China,,2017,NR,,J,Journal of Thermal Biology,Elsevier,https://doi.org/10.1016/j.jtherbio.2017.08.001,,,,,"7, 8",Lab,Office,12:00-18:00,,Y,A priori,NR,24,12,12,0,50.00%,,22.45,1.16,23,21.9,,21.05,1.9,21.4,20.7,15,135,,,,Skin temperature,Thermochron,Forearm,Left,,,PyroButton,L,Y,7,Hardy and DuBois (1938),,1.1,1.1,,,,,NR,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
183,,Predication of skin temperature and thermal comfort under two-way transient environments,"Zhou, X.; Xiong, J.; Lian, Z.","Shanghai Jiao Tong University, Shanghai Research Institute of Building Sciences Group",Shanghai,China,,2017,NR,,J,Journal of Thermal Biology,Elsevier,https://doi.org/10.1016/j.jtherbio.2017.08.001,,,,,"7, 8",Lab,Office,12:00-18:00,,Y,A priori,NR,24,12,12,0,50.00%,,22.45,1.16,23,21.9,,21.05,1.9,21.4,20.7,15,135,,,,Skin temperature,Thermochron,Hand,Left,Anterior,,PyroButton,L,Y,7,Hardy and DuBois (1938),,1.1,1.1,,,,,NR,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
183,,Predication of skin temperature and thermal comfort under two-way transient environments,"Zhou, X.; Xiong, J.; Lian, Z.","Shanghai Jiao Tong University, Shanghai Research Institute of Building Sciences Group",Shanghai,China,,2017,NR,,J,Journal of Thermal Biology,Elsevier,https://doi.org/10.1016/j.jtherbio.2017.08.001,,,,,"7, 8",Lab,Office,12:00-18:00,,Y,A priori,NR,24,12,12,0,50.00%,,22.45,1.16,23,21.9,,21.05,1.9,21.4,20.7,15,135,,,,Skin temperature,Thermochron,Shin,Left,Anterior,,PyroButton,L,Y,7,Hardy and DuBois (1938),,1.1,1.1,,,,,NR,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
183,,Predication of skin temperature and thermal comfort under two-way transient environments,"Zhou, X.; Xiong, J.; Lian, Z.","Shanghai Jiao Tong University, Shanghai Research Institute of Building Sciences Group",Shanghai,China,,2017,NR,,J,Journal of Thermal Biology,Elsevier,https://doi.org/10.1016/j.jtherbio.2017.08.001,,,,,"7, 8",Lab,Office,12:00-18:00,,Y,A priori,NR,24,12,12,0,50.00%,,22.45,1.16,23,21.9,,21.05,1.9,21.4,20.7,15,135,,,,Skin temperature,Thermochron,Sole,Left,Posterior,,PyroButton,L,Y,7,Hardy and DuBois (1938),,1.1,1.1,,,,,NR,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
184,,Real-time monitoring of occupants' thermal comfort through infrared imaging: A preliminary study,"Pavlin, B.; Pernigotto, G.; Cappelletti, F.; Bison, P.; Vidoni, R.; Gasparella, A.","Free University of Bozen-Bolzano, University IUAV of Venice, Institute for Construction Technology of the Italian National Research Council",Padova,Italy,,2017,NR,,J,Buildings,MDPI,https://doi.org/10.3390/buildings7010010,,,,,"7, 8, 9",Lab,Office,NR,,NR,NA,NR,10,8,2,0,20.00%,,27.5,NR,NR,NR,,21.12,2.57,NR,NR,,55,21,27,"21, 27",Skin temperature,Infrared camera,Forehead,NR,Anterior,,FLIR,Lepton,N,NA,NA,,"0.1,1.1,1.7,2.4",NR,,NR,,,,,,,,,,,4pt_(-3)(0),7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
185,,Study of data-driven thermal sensation prediction model as a function of local body skin temperatures in a built environment,"Choi, J. H.; Yeom, D.",University of Southern California,Los Angeles,USA,,2017,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2017.05.004,,,,,NR,Lab,Office,NR,,NR,NA,NR,18,11,7,0,38.89%,,24.6,2.64,NR,NR,,20.59,3.5,NR,NR,,,20,30,,Skin temperature,Thermistor,Forehead,Middle,Anterior,,Vernier,STS-BTA,N,NA,NA,,"0.1,0.6,1.1,1.6",NR,NR,,,,NR,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
185,,Study of data-driven thermal sensation prediction model as a function of local body skin temperatures in a built environment,"Choi, J. H.; Yeom, D.",University of Southern California,Los Angeles,USA,,2017,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2017.05.004,,,,,NR,Lab,Office,NR,,NR,NA,NR,18,11,7,0,38.89%,,24.6,2.64,NR,NR,,20.59,3.5,NR,NR,,,20,30,,Skin temperature,Thermistor,Neck,Middle,Posterior,,Vernier,STS-BTA,N,NA,NA,,"0.1,0.6,1.1,1.6",NR,NR,,,,NR,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
185,,Study of data-driven thermal sensation prediction model as a function of local body skin temperatures in a built environment,"Choi, J. H.; Yeom, D.",University of Southern California,Los Angeles,USA,,2017,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2017.05.004,,,,,NR,Lab,Office,NR,,NR,NA,NR,18,11,7,0,38.89%,,24.6,2.64,NR,NR,,20.59,3.5,NR,NR,,,20,30,,Skin temperature,Thermistor,Upper back,Middle,Posterior,,Vernier,STS-BTA,N,NA,NA,,"0.1,0.6,1.1,1.6",NR,NR,,,,NR,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
185,,Study of data-driven thermal sensation prediction model as a function of local body skin temperatures in a built environment,"Choi, J. H.; Yeom, D.",University of Southern California,Los Angeles,USA,,2017,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2017.05.004,,,,,NR,Lab,Office,NR,,NR,NA,NR,18,11,7,0,38.89%,,24.6,2.64,NR,NR,,20.59,3.5,NR,NR,,,20,30,,Skin temperature,Thermistor,Upper arm,Left,Anterior,,Vernier,STS-BTA,N,NA,NA,,"0.1,0.6,1.1,1.6",NR,NR,,,,NR,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
185,,Study of data-driven thermal sensation prediction model as a function of local body skin temperatures in a built environment,"Choi, J. H.; Yeom, D.",University of Southern California,Los Angeles,USA,,2017,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2017.05.004,,,,,NR,Lab,Office,NR,,NR,NA,NR,18,11,7,0,38.89%,,24.6,2.64,NR,NR,,20.59,3.5,NR,NR,,,20,30,,Skin temperature,Thermistor,Wrist,Left,Anterior,,Vernier,STS-BTA,N,NA,NA,,"0.1,0.6,1.1,1.6",NR,NR,,,,NR,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
185,,Study of data-driven thermal sensation prediction model as a function of local body skin temperatures in a built environment,"Choi, J. H.; Yeom, D.",University of Southern California,Los Angeles,USA,,2017,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2017.05.004,,,,,NR,Lab,Office,NR,,NR,NA,NR,18,11,7,0,38.89%,,24.6,2.64,NR,NR,,20.59,3.5,NR,NR,,,20,30,,Skin temperature,Thermistor,Wrist,Left,Posterior,,Vernier,STS-BTA,N,NA,NA,,"0.1,0.6,1.1,1.6",NR,NR,,,,NR,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
185,,Study of data-driven thermal sensation prediction model as a function of local body skin temperatures in a built environment,"Choi, J. H.; Yeom, D.",University of Southern California,Los Angeles,USA,,2017,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2017.05.004,,,,,NR,Lab,Office,NR,,NR,NA,NR,18,11,7,0,38.89%,,24.6,2.64,NR,NR,,20.59,3.5,NR,NR,,,20,30,,Skin temperature,Thermistor,Chest,Middle,Anterior,,Vernier,STS-BTA,N,NA,NA,,"0.1,0.6,1.1,1.6",NR,NR,,,,NR,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
185,,Study of data-driven thermal sensation prediction model as a function of local body skin temperatures in a built environment,"Choi, J. H.; Yeom, D.",University of Southern California,Los Angeles,USA,,2017,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2017.05.004,,,,,NR,Lab,Office,NR,,NR,NA,NR,18,11,7,0,38.89%,,24.6,2.64,NR,NR,,20.59,3.5,NR,NR,,,20,30,,Skin temperature,Thermistor,Waist,Left,Lateral,,Vernier,STS-BTA,N,NA,NA,,"0.1,0.6,1.1,1.6",NR,NR,,,,NR,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
185,,Study of data-driven thermal sensation prediction model as a function of local body skin temperatures in a built environment,"Choi, J. H.; Yeom, D.",University of Southern California,Los Angeles,USA,,2017,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2017.05.004,,,,,NR,Lab,Office,NR,,NR,NA,NR,18,11,7,0,38.89%,,24.6,2.64,NR,NR,,20.59,3.5,NR,NR,,,20,30,,Skin temperature,Thermistor,Abdomen,Middle,Anterior,,Vernier,STS-BTA,N,NA,NA,,"0.1,0.6,1.1,1.6",NR,NR,,,,NR,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
186,,Study on human skin temperature and thermal evaluation in step change conditions: From non-neutrality to neutrality,"Ji, W.; Cao, B.; Geng, Y.; Zhu, Y.; Lin, B.",Tsinghua University,Beijing,China,,2017,NR,,J,Energy and Buildings,Elsevier,https://doi.org/10.1016/j.enbuild.2017.09.037,,,,,10,Lab,Office,NR,,Y,Precedence,NR,20,10,10,0,50.00%,,20.35,1.01,20.3,20.4,,NR,NR,23.77,19.24,20,70,20,32,"20, 23, 26, 29, 32",Skin temperature,NR,Chest,NR,Anterior,,NR,NR,Y,3,Fanger (1982),,NR,NR,NR,NR,,,,,,,,,,,6pt_(-2)(+2),7pt_(-3)(+3),,5pt_(-2)(+2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
186,,Study on human skin temperature and thermal evaluation in step change conditions: From non-neutrality to neutrality,"Ji, W.; Cao, B.; Geng, Y.; Zhu, Y.; Lin, B.",Tsinghua University,Beijing,China,,2017,NR,,J,Energy and Buildings,Elsevier,https://doi.org/10.1016/j.enbuild.2017.09.037,,,,,10,Lab,Office,NR,,Y,Precedence,NR,20,10,10,0,50.00%,,20.35,1.01,20.3,20.4,,NR,NR,23.77,19.24,20,70,20,32,"20, 23, 26, 29, 32",Skin temperature,NR,Upper arm,NR,,,NR,NR,Y,3,Fanger (1982),,NR,NR,NR,NR,,,,,,,,,,,6pt_(-2)(+2),7pt_(-3)(+3),,5pt_(-2)(+2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
186,,Study on human skin temperature and thermal evaluation in step change conditions: From non-neutrality to neutrality,"Ji, W.; Cao, B.; Geng, Y.; Zhu, Y.; Lin, B.",Tsinghua University,Beijing,China,,2017,NR,,J,Energy and Buildings,Elsevier,https://doi.org/10.1016/j.enbuild.2017.09.037,,,,,10,Lab,Office,NR,,Y,Precedence,NR,20,10,10,0,50.00%,,20.35,1.01,20.3,20.4,,NR,NR,23.77,19.24,20,70,20,32,"20, 23, 26, 29, 32",Skin temperature,NR,Lower limb,NR,,,NR,NR,Y,3,Fanger (1982),,NR,NR,NR,NR,,,,,,,,,,,6pt_(-2)(+2),7pt_(-3)(+3),,5pt_(-2)(+2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
187,,Study on Indoor Thermal Environment Control Based on Thermal Sensation Prediction,"Han, D.; Li, R.; Wang, F.; Sun, Z.; Moon, S.; Gong, Z.; Yu, W.; Zhang, Y.","Tsinghua University, State Grid Shanghai Municipal Electric Power Company, North China University of Technology",Beijing,China,,2017,NR,,J,Procedia Engineering,Elsevier,https://doi.org/10.1016/j.proeng.2017.https://doi.org/10.298,,,,,"7, 8, 12, 1, 2, 3",Living Lab,Office,NR,,NR,NA,NR,20,9,11,0,55.00%,,24.1,3.6,NR,NR,,NR,NR,NR,NR,,360,,,,Skin temperature,Infrared camera,Face,NA,Anterior,,NR,NR,N,NA,NA,,NR,NR,,,,,,,,,,,,,4pt_(0)(+4),7pt_(-3)(+3),,,,,,,,,,,,,,5pt_(+1)(+5),,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
